Betmo-N Oint.
Dicloson Gel
Bicolax Tab
Redicream Oint.
Redfen Forte
Roxson Tab
Omson 20mg.Cap
Apectin Syp.
Redizyme Drop
CD-3 Forte Tab
Gentason Oint
Cefoxim-500 Inj
Clinico Gel
Omson-D-Cap
Fudac Oint
Calmaz-Z Syp
Remol Tab
Rutina Tab
Vomina Syp.
Alson Tab
Alson Syp
Apectin Tabs
Unilyte Powder
Apectin-L Syp
Ofcil -OR-Syp
Nimucil Tab
Orion Cap
Nimucil Susp
Dicloson Forte
Cardica-50 Tab
Multibion Cap
Odapril-5mg
Monex-20mg Tab
Ofcil 200mg Tab
Lanson Cap
Ofcil Syp
Redifer-III Syp
Redifer-III Tab
Unitex-O 100mg
Unitex-O 200mg
Redifer Caps
Redfen Plus Tab
Replex Caps
Amlocar 5mg(Red
Amlocar AT Tab
Replex-Z Caps
Polonex-DT Tab
Scabion Lotion
Terkof-B Syp
Ofcil-M Suspn.
Moxired Dry Syp
Moxired-CL Tab
Moxired CL Syp
