Acfree Gel
Amylofix Tab
Axof 100 Tab
Axof 200 Tab
Axof 50 Syp
Blue Cap Spray
Blue Cap Shampo
Canstat Cream
Canstat-B Cream
Carnivit 500mg
Carnivit-E Tab
Doloact Inj
Dobesil Caps
Dobesil-H Oint.
Dobesil Oint
Axof OD Tab
Egeria 100mg
Egeria 200mg
Erotid 10mg
Erotid 20mg
Essvit Tab
Essivit-F
Essivit-M
Exebute Cream
Exebute-S Cream
Exetar Oint.
Extar-WS Oint.
Exevate Cream
Exevat-G Cream
Exevate-MF Oint
Exotic Ear Drop
Essvit Syp
Essge 24 Ltn
Essge 48 Ltn
Haemoci-TX
Exevate-F Cream
Instus Dry Syp
Instus Exp.Syp
Ivermectol 3mg
Ivermectol 6mg
Ivermectol 12mg
Lacx Syp
Kivitel Cap
Lutica Cream
Lutica Oint
Lutica-M Oint.
Lutica Skin Ltn
Minolin 50mg
Minolin 100mg
Nelora-5gm
Nobefer Plus
Nobefer Syp
Nobefer Drop
Ocotret 10mg
Ocotret 20mg
Pednisol 5mg
Pednisol 10mg
Pednisol 20mg
Pednisol 40mg
Reviderm Cream
Ripra 10mg Tab
Ripra 20mg Tab
Ripra D
Sunguard Lotion
Tacrovate
Tacrovate Forte
Tazoderm Gel
Tazoderm Forte
Topibact Oint.
Topibact Oint
Trucal 250mg
Trucal 500mg
Trucal Alpha
Trucal-M Tab
Trucal Syp
Trident Scalp
Terbofin Tab
Terbofin Cream
Terbofin Lotion
Terbofin Plus Ltn.
TX-MF
TX-500mg Tab
TX-500mg Inj
Ultican 50mg
Ultican 150mg
Ultican 200mg
X-Ses Plus Crm
Xtraderm 7.5gm
Xtraderm 15gm
Zincoa Cap
Zincoa Syp
Zincoa Drops
Sorid 10mg
Sorid 25mg
Wormectol Suspn.
Wormectol Tab
Ocovate Cream
Ocovate G Cream
Wormectol Forte TaB
Azar 250
Azar 500
Azar 100 Syp
Azar 200 Syp
