Ferium Tab
Ferium Syrup
Ferium Drop
Ferium XT Tab
Ibusoft 400mg
Ibusoft 300mg
Sylate 250mgTab
Sylate 500mg
Sylate Inj
Sylate-M 500mg
Proferium Powd.
Lotor 500mg Tab
Lotor 750
Zordil Inj
Xplode Sachet
ETS-100mg Caps
ETS-200mg Caps
Ferri Inj.
Fico 100mg Tab
Fico P Tab
Eloxib 60mg Tab
Eloxib 90mg Tab
Eloxib 120mgTab
Celol Inj
Zomitac-O Caps
Zomitac-DSR Tab
Celol Caps
Calciem Tab
Panpure Tab
FitJoint Caps
Panpure DSR Cap
Fitjoint GM Cap
Galact Granules
Sylate-T Tab
Sylate-T 500mg
Zordil 2mg Tab
Zordil Oral Sln
Zordil-4mg Tab
Celol X.T Cap
Uro-Gyn Gel
Laxifast Syp
Dotra Inj.
Dotra-M Tab
Epofer 2000 Inj
Epofer 3000 Inj
Epofer 4000 Inj
Epofer 6000 Inj
Ferium XT Suspn
Ferium-XT Drops
Fico-SP Tab
Fico SR Tab
Emzinc Syp
Emzinc Tab
Atpure- D
Atpure-SA
Atpure 12.5
Atpure 25mg
Atpure-50
Full 24 AM Cap
Full 24 Cap
Full 24 Inj.
Panpure I.V
Fixate 200mg Tab
Defsure 1mg Tab
Defsure 6mg Tab
Defsure 30mg Tab
Lipira 5mg
Lipira 10mg Tab
Lipira 20mg Tab
Lipira E.Z Tab
Justsleep 1mg Tab
Justsleep 2mg
Zemcifer Inj
Full 24 Syp
Defsure Suspen
R-Pure Tab
L-Cerizine Tab
L-Cerizine Syp
Normet Tab
Normet Susp
Normet XT Suspn.
Cozit Tab
Emneuro Cap
Emneuro Inj
Zemcifer Susp
Zemcifer Tab
Apruv 2.5mg Tab
Apruv 5mg Tab
Proxym-200Mg Tab
Proxym-300Mg Tab
Xplode Tab
Zemcifer Drops
R-Pure D Cap
Esgaba 150 Mg Cap
Esgaba 75mg Cap
